ticker,zeitraum,band,klasse,n,ew_atr
SCCO,bis2022,sehr weit,10-25,63,1.545
SCCO,bis2022,sehr weit,25-40,54,2.297
SCCO,bis2022,sehr weit,40-100,355,3.761
SCCO,bis2022,sehr weit,unter Einstieg,50,-0.599
SCCO,ab2023,mittel,10-25,35,1.892
SCCO,ab2023,sehr weit,10-25,44,1.385
SCCO,ab2023,sehr weit,25-40,42,1.475
SCCO,ab2023,sehr weit,0-10,97,1.686
SCCO,ab2023,sehr weit,40-100,62,2.659
SCCO,ab2023,sehr weit,unter Einstieg,24,3.993
SCCO,ab2023,mittel,25-40,31,2.129
SCCO,ab2023,mittel,40-100,108,2.553
SCCO,ab2023,weit,0-10,33,1.149
SCCO,ab2023,mittel,0-10,22,1.365
SCCO,ab2023,weit,40-100,133,2.952
SCCO,ab2023,weit,25-40,73,1.666
SCCO,ab2023,mittel,unter Einstieg,119,3.487
SCCO,ab2023,weit,10-25,77,0.987
SCCO,ab2023,weit,unter Einstieg,76,3.735
SCHW,bis2022,mittel,25-40,53,2.001
SCHW,bis2022,mittel,40-100,185,1.787
SCHW,bis2022,mittel,unter Einstieg,138,2.766
SCHW,bis2022,weit,0-10,45,0.873
SCHW,bis2022,weit,40-100,192,1.735
SCHW,bis2022,weit,10-25,65,1.324
SCHW,bis2022,weit,unter Einstieg,143,3.93
SCHW,bis2022,sehr weit,40-100,51,2.15
SCHW,bis2022,sehr weit,unter Einstieg,3,-1.543
SCHW,bis2022,mittel,10-25,42,1.752
SCHW,bis2022,weit,25-40,66,1.21
SCHW,bis2022,sehr weit,25-40,44,1.494
SCHW,bis2022,mittel,0-10,18,1.116
SCHW,bis2022,sehr weit,10-25,63,1.019
SCHW,bis2022,sehr weit,0-10,89,0.253
SCHW,ab2023,mittel,10-25,46,0.009
SCHW,ab2023,mittel,40-100,187,-0.003
SCHW,ab2023,weit,10-25,54,-0.835
SCHW,ab2023,weit,0-10,42,-0.027
SCHW,ab2023,weit,25-40,59,1.044
SCHW,ab2023,weit,40-100,176,2.31
SCHW,ab2023,weit,unter Einstieg,158,1.135
SCHW,ab2023,mittel,unter Einstieg,235,0.425
SCHW,ab2023,sehr weit,0-10,34,-0.362
SCHW,ab2023,mittel,25-40,47,-0.561
SCHW,ab2023,mittel,0-10,25,0.076
SCHW,ab2023,sehr weit,10-25,41,0.268
SCHW,ab2023,sehr weit,25-40,27,0.395
SCHW,ab2023,sehr weit,40-100,59,0.959
SCHW,ab2023,sehr weit,unter Einstieg,84,-0.954
SHEL,bis2022,mittel,unter Einstieg,262,-0.385
SHEL,bis2022,mittel,25-40,30,0.685
SHEL,bis2022,weit,10-25,34,0.814
SHEL,bis2022,weit,25-40,27,0.246
SHEL,bis2022,weit,40-100,125,0.24
SHEL,bis2022,mittel,40-100,101,-0.222
SHEL,bis2022,mittel,10-25,30,0.318
SHEL,bis2022,sehr weit,10-25,29,0.693
SHEL,bis2022,sehr weit,40-100,79,2.42
SHEL,bis2022,mittel,0-10,28,1.007
SHEL,bis2022,weit,0-10,36,0.76
SHEL,bis2022,sehr weit,0-10,42,0.198
SHEL,bis2022,sehr weit,25-40,25,1.795
SHEL,bis2022,weit,unter Einstieg,142,-0.302
SHEL,bis2022,sehr weit,unter Einstieg,15,-0.368
SHEL,ab2023,mittel,40-100,49,-0.43
SHEL,ab2023,mittel,10-25,40,-0.03
SHEL,ab2023,weit,25-40,17,0.17
SHEL,ab2023,weit,40-100,45,-1.026
SHEL,ab2023,weit,unter Einstieg,61,-1.328
SHEL,ab2023,weit,0-10,26,-0.261
SHEL,ab2023,weit,10-25,20,-1.286
SHEL,ab2023,mittel,unter Einstieg,81,-0.747
SHEL,ab2023,mittel,25-40,28,-1.281
SHEL,ab2023,mittel,0-10,21,-0.257
SHEL,ab2023,sehr weit,10-25,6,-0.288
SHEL,ab2023,sehr weit,0-10,22,-1.165
SHEL,ab2023,sehr weit,40-100,82,-3.383
SHEL,ab2023,sehr weit,unter Einstieg,70,-2.004
SHEL,ab2023,sehr weit,25-40,5,-2.621
SHL.DE,bis2022,mittel,25-40,30,-0.893
SHL.DE,bis2022,weit,40-100,62,-0.736
SHL.DE,bis2022,weit,10-25,39,-1.302
SHL.DE,bis2022,weit,0-10,22,-1.66
SHL.DE,bis2022,weit,unter Einstieg,94,-0.475
SHL.DE,bis2022,sehr weit,0-10,45,-2.504
SHL.DE,bis2022,sehr weit,25-40,48,-0.548
SHL.DE,bis2022,sehr weit,40-100,63,0.018
SHL.DE,bis2022,mittel,40-100,105,-0.669
SHL.DE,bis2022,mittel,unter Einstieg,74,-0.946
SHL.DE,bis2022,weit,25-40,33,-1.108
SHL.DE,bis2022,sehr weit,10-25,54,-1.079
SHL.DE,bis2022,mittel,0-10,25,-1.226
SHL.DE,bis2022,mittel,10-25,18,-0.451
SHL.DE,bis2022,sehr weit,unter Einstieg,66,-1.349
SHL.DE,ab2023,mittel,10-25,48,-0.001
SHL.DE,ab2023,mittel,25-40,36,0.815
SHL.DE,ab2023,mittel,40-100,77,0.174
SHL.DE,ab2023,mittel,0-10,46,0.257
SHL.DE,ab2023,weit,10-25,47,0.318
SHL.DE,ab2023,mittel,unter Einstieg,113,1.0
SHL.DE,ab2023,weit,25-40,31,0.649
SHL.DE,ab2023,weit,40-100,90,0.612
SHL.DE,ab2023,weit,0-10,55,0.145
SHL.DE,ab2023,sehr weit,10-25,52,1.147
SHL.DE,ab2023,sehr weit,0-10,50,0.616
SHL.DE,ab2023,weit,unter Einstieg,66,1.492
SHL.DE,ab2023,sehr weit,25-40,64,1.832
SHL.DE,ab2023,sehr weit,40-100,141,2.756
SHL.DE,ab2023,sehr weit,unter Einstieg,38,4.183
SHOP,bis2022,mittel,40-100,197,-0.66
SHOP,bis2022,mittel,0-10,51,-0.228
SHOP,bis2022,mittel,25-40,51,-0.266
SHOP,bis2022,mittel,unter Einstieg,402,-0.504
SHOP,bis2022,weit,25-40,38,2.801
SHOP,bis2022,weit,10-25,17,1.453
SHOP,bis2022,weit,40-100,124,2.139
SHOP,bis2022,weit,unter Einstieg,92,2.173
SHOP,bis2022,weit,0-10,39,0.787
SHOP,bis2022,sehr weit,0-10,26,-0.675
SHOP,bis2022,frueh,0-10,8,-0.951
SHOP,bis2022,frueh,10-25,5,-0.604
SHOP,bis2022,frueh,40-100,22,-0.63
SHOP,bis2022,frueh,25-40,9,1.583
SHOP,bis2022,mittel,10-25,41,-1.039
SHOP,bis2022,frueh,unter Einstieg,19,0.927
SHOP,bis2022,sehr weit,10-25,14,-3.028
SHOP,bis2022,sehr weit,40-100,37,-4.498
SHOP,bis2022,sehr weit,25-40,17,-5.929
SHOP,bis2022,sehr weit,unter Einstieg,24,-1.222
SHOP,ab2023,mittel,40-100,145,-1.191
SHOP,ab2023,mittel,unter Einstieg,157,-0.693
SHOP,ab2023,mittel,25-40,41,-0.265
SHOP,ab2023,mittel,0-10,63,-0.033
SHOP,ab2023,mittel,10-25,48,-0.69
SHOP,ab2023,frueh,0-10,6,-2.112
SHOP,ab2023,weit,25-40,19,-2.321
SHOP,ab2023,weit,10-25,19,-1.336
SHOP,ab2023,weit,40-100,78,-2.87
SHOP,ab2023,weit,0-10,37,-0.722
SHOP,ab2023,frueh,10-25,9,0.245
SHOP,ab2023,frueh,40-100,25,-1.626
SHOP,ab2023,sehr weit,10-25,8,1.569
SHOP,ab2023,sehr weit,0-10,30,-0.387
SHOP,ab2023,frueh,unter Einstieg,20,-1.738
SHOP,ab2023,sehr weit,25-40,8,0.417
SHOP,ab2023,sehr weit,40-100,2,1.361
SHOP,ab2023,frueh,25-40,6,1.706
SHOP,ab2023,weit,unter Einstieg,41,-1.646
SHW,bis2022,mittel,10-25,33,1.052
SHW,bis2022,mittel,40-100,59,1.151
SHW,bis2022,mittel,0-10,15,-0.275
SHW,bis2022,weit,25-40,32,0.374
SHW,bis2022,sehr weit,10-25,34,1.164
SHW,bis2022,sehr weit,0-10,17,0.421
SHW,bis2022,weit,10-25,40,0.722
SHW,bis2022,weit,40-100,61,1.177
SHW,bis2022,weit,unter Einstieg,23,2.775
SHW,bis2022,mittel,unter Einstieg,52,3.615
SHW,bis2022,mittel,25-40,20,1.109
SHW,bis2022,sehr weit,25-40,15,2.296
SHW,bis2022,weit,0-10,18,-0.618
SHW,bis2022,sehr weit,40-100,12,2.854
SHW,ab2023,mittel,25-40,21,-0.467
SHW,ab2023,mittel,0-10,30,-1.072
SHW,ab2023,weit,40-100,73,0.476
SHW,ab2023,weit,unter Einstieg,89,0.035
SHW,ab2023,weit,25-40,21,0.592
SHW,ab2023,weit,0-10,34,-0.617
SHW,ab2023,sehr weit,10-25,62,0.067
SHW,ab2023,sehr weit,25-40,30,-0.727
SHW,ab2023,sehr weit,40-100,140,0.489
SHW,ab2023,sehr weit,unter Einstieg,75,0.811
SHW,ab2023,sehr weit,0-10,54,0.08
SHW,ab2023,mittel,40-100,68,0.939
SHW,ab2023,mittel,unter Einstieg,159,0.855
SHW,ab2023,mittel,10-25,24,-1.673
SHW,ab2023,weit,10-25,29,0.564
SIE.DE,bis2022,mittel,0-10,16,-0.037
SIE.DE,bis2022,mittel,40-100,109,0.157
SIE.DE,bis2022,mittel,unter Einstieg,212,0.638
SIE.DE,bis2022,mittel,10-25,33,0.55
SIE.DE,bis2022,mittel,25-40,27,0.47
SIE.DE,bis2022,weit,10-25,45,-1.197
SIE.DE,bis2022,weit,40-100,80,-1.689
SIE.DE,bis2022,weit,25-40,29,-0.653
SIE.DE,bis2022,sehr weit,0-10,25,-0.052
SIE.DE,bis2022,weit,0-10,25,-0.655
SIE.DE,bis2022,sehr weit,10-25,15,0.697
SIE.DE,bis2022,sehr weit,25-40,12,1.046
SIE.DE,bis2022,sehr weit,40-100,6,1.544
SIE.DE,bis2022,weit,unter Einstieg,129,-1.451
SIE.DE,ab2023,mittel,0-10,26,-0.523
SIE.DE,ab2023,weit,0-10,19,0.424
SIE.DE,ab2023,weit,10-25,23,0.556
SIE.DE,ab2023,weit,25-40,15,0.948
SIE.DE,ab2023,sehr weit,0-10,18,-0.121
SIE.DE,ab2023,mittel,10-25,23,-0.264
SIE.DE,ab2023,mittel,25-40,19,-0.671
SIE.DE,ab2023,mittel,40-100,92,-2.168
SIE.DE,ab2023,mittel,unter Einstieg,151,-1.12
SIE.DE,ab2023,weit,unter Einstieg,9,-1.12
SIE.DE,ab2023,weit,40-100,39,1.662
SIE.DE,ab2023,sehr weit,10-25,12,0.763
SIE.DE,ab2023,sehr weit,40-100,31,2.974
SIE.DE,ab2023,sehr weit,unter Einstieg,6,5.725
SIE.DE,ab2023,sehr weit,25-40,15,1.404
SMFG,bis2022,mittel,40-100,172,1.126
SMFG,bis2022,mittel,unter Einstieg,102,1.854
SMFG,bis2022,mittel,0-10,53,1.464
SMFG,bis2022,mittel,10-25,52,0.246
SMFG,bis2022,mittel,25-40,44,0.248
SMFG,bis2022,weit,10-25,22,-0.131
SMFG,bis2022,weit,25-40,27,0.833
SMFG,bis2022,weit,40-100,122,2.159
SMFG,bis2022,weit,unter Einstieg,15,3.041
SMFG,bis2022,frueh,0-10,7,0.189
SMFG,bis2022,frueh,40-100,33,1.21
SMFG,bis2022,frueh,unter Einstieg,91,0.718
SMFG,bis2022,frueh,10-25,9,1.117
SMFG,bis2022,weit,0-10,40,0.679
SMFG,bis2022,sehr weit,10-25,8,1.022
SMFG,bis2022,frueh,25-40,10,1.881
SMFG,bis2022,sehr weit,0-10,26,0.599
SMFG,bis2022,sehr weit,40-100,28,2.733
SMFG,bis2022,sehr weit,25-40,4,1.859
SMFG,bis2022,sehr weit,unter Einstieg,5,4.794
SMFG,ab2023,mittel,10-25,69,0.937
SMFG,ab2023,mittel,0-10,47,0.5
SMFG,ab2023,mittel,40-100,91,1.537
SMFG,ab2023,weit,0-10,44,0.233
SMFG,ab2023,frueh,40-100,7,2.106
SMFG,ab2023,frueh,10-25,6,0.56
SMFG,ab2023,weit,10-25,29,0.861
SMFG,ab2023,weit,40-100,50,2.953
SMFG,ab2023,mittel,25-40,47,0.771
SMFG,ab2023,sehr weit,0-10,27,-0.62
SMFG,ab2023,sehr weit,40-100,4,-4.141
SMFG,ab2023,weit,25-40,29,1.941
SMFG,ab2023,frueh,0-10,5,0.01
SMFG,ab2023,frueh,25-40,3,3.125
SMFG,ab2023,weit,unter Einstieg,13,5.881
SMFG,ab2023,sehr weit,10-25,4,-0.236
SMFG,ab2023,mittel,unter Einstieg,33,3.843
SMFG,ab2023,frueh,unter Einstieg,3,3.565
SNDK,ab2023,frueh,40-100,16,2.104
SNDK,ab2023,mittel,25-40,6,1.371
SNDK,ab2023,mittel,unter Einstieg,5,2.955
SNDK,ab2023,mittel,40-100,20,2.128
SNDK,ab2023,mittel,10-25,15,0.62
SNDK,ab2023,mittel,0-10,7,0.29
SNDK,ab2023,frueh,10-25,24,1.02
SNDK,ab2023,frueh,25-40,7,1.036
SNDK,ab2023,frueh,0-10,2,0.847
SNDK,ab2023,frueh,unter Einstieg,5,2.813
SNOW,bis2022,mittel,0-10,43,-0.769
SNOW,bis2022,weit,10-25,31,-0.822
SNOW,bis2022,sehr weit,0-10,22,-0.158
SNOW,bis2022,mittel,10-25,47,0.31
SNOW,bis2022,weit,0-10,24,-0.34
SNOW,bis2022,weit,40-100,96,-1.234
SNOW,bis2022,weit,unter Einstieg,73,0.111
SNOW,bis2022,weit,25-40,17,-0.248
SNOW,bis2022,mittel,unter Einstieg,230,-0.143
SNOW,bis2022,mittel,40-100,141,-0.097
SNOW,bis2022,mittel,25-40,45,0.467
SNOW,bis2022,sehr weit,25-40,7,-2.682
SNOW,bis2022,sehr weit,10-25,10,-0.532
SNOW,bis2022,sehr weit,40-100,22,-3.442
SNOW,bis2022,sehr weit,unter Einstieg,6,-1.368
SNOW,ab2023,mittel,0-10,39,-0.141
SNOW,ab2023,mittel,25-40,45,-0.256
SNOW,ab2023,weit,10-25,38,-0.133
SNOW,ab2023,weit,40-100,160,0.246
SNOW,ab2023,weit,unter Einstieg,108,1.063
SNOW,ab2023,weit,25-40,51,-0.729
SNOW,ab2023,weit,0-10,28,-0.802
SNOW,ab2023,sehr weit,0-10,47,-0.565
SNOW,ab2023,mittel,40-100,122,-0.498
SNOW,ab2023,sehr weit,25-40,12,0.103
SNOW,ab2023,sehr weit,10-25,44,-0.005
SNOW,ab2023,sehr weit,40-100,32,1.06
SNOW,ab2023,sehr weit,unter Einstieg,8,-1.211
SNOW,ab2023,mittel,10-25,41,0.029
SNOW,ab2023,mittel,unter Einstieg,209,1.901
SNPS,bis2022,mittel,40-100,101,1.184
SNPS,bis2022,mittel,0-10,45,0.673
SNPS,bis2022,mittel,unter Einstieg,142,0.271
SNPS,bis2022,mittel,10-25,38,1.016
SNPS,bis2022,mittel,25-40,34,0.295
SNPS,bis2022,weit,0-10,61,0.449
SNPS,bis2022,sehr weit,0-10,63,0.185
SNPS,bis2022,weit,25-40,37,1.098
SNPS,bis2022,weit,10-25,47,0.223
SNPS,bis2022,weit,40-100,78,1.514
SNPS,bis2022,sehr weit,10-25,20,-0.253
SNPS,bis2022,weit,unter Einstieg,41,0.99
SNPS,bis2022,sehr weit,25-40,4,1.313
SNPS,bis2022,sehr weit,40-100,5,0.836
SNPS,bis2022,sehr weit,unter Einstieg,1,-1.186
SNPS,ab2023,mittel,40-100,88,0.81
SNPS,ab2023,mittel,0-10,25,0.499
SNPS,ab2023,weit,10-25,31,0.762
SNPS,ab2023,sehr weit,40-100,136,-1.898
SNPS,ab2023,sehr weit,10-25,37,-1.687
SNPS,ab2023,sehr weit,0-10,84,-0.172
SNPS,ab2023,mittel,10-25,41,1.311
SNPS,ab2023,mittel,25-40,37,0.496
SNPS,ab2023,weit,0-10,29,0.721
SNPS,ab2023,weit,25-40,31,1.39
SNPS,ab2023,sehr weit,25-40,24,-1.914
SNPS,ab2023,weit,unter Einstieg,28,1.85
SNPS,ab2023,weit,40-100,40,2.109
SNPS,ab2023,mittel,unter Einstieg,102,1.013
SNPS,ab2023,sehr weit,unter Einstieg,42,-0.047
SNY,bis2022,mittel,0-10,39,-0.303
SNY,bis2022,mittel,40-100,121,0.186
SNY,bis2022,mittel,unter Einstieg,151,-0.364
SNY,bis2022,sehr weit,10-25,43,-1.065
SNY,bis2022,sehr weit,0-10,65,-0.267
SNY,bis2022,mittel,25-40,33,0.73
SNY,bis2022,weit,10-25,53,0.661
SNY,bis2022,weit,0-10,39,-0.151
SNY,bis2022,sehr weit,40-100,90,-2.197
SNY,bis2022,sehr weit,unter Einstieg,65,-0.933
SNY,bis2022,mittel,10-25,44,-0.034
SNY,bis2022,weit,25-40,38,1.149
SNY,bis2022,weit,40-100,120,1.062
SNY,bis2022,weit,unter Einstieg,79,1.777
SNY,bis2022,sehr weit,25-40,23,0.239
SNY,ab2023,mittel,0-10,62,0.904
SNY,ab2023,weit,0-10,24,0.835
SNY,ab2023,sehr weit,10-25,76,0.562
SNY,ab2023,sehr weit,25-40,79,1.496
SNY,ab2023,sehr weit,40-100,126,2.235
SNY,ab2023,sehr weit,0-10,46,0.197
SNY,ab2023,mittel,40-100,187,1.155
SNY,ab2023,mittel,unter Einstieg,81,1.226
SNY,ab2023,mittel,25-40,55,0.902
SNY,ab2023,weit,10-25,34,0.361
SNY,ab2023,weit,25-40,40,1.077
SNY,ab2023,mittel,10-25,34,0.661
SNY,ab2023,weit,40-100,84,0.755
SNY,ab2023,weit,unter Einstieg,101,-0.848
SNY,ab2023,sehr weit,unter Einstieg,18,2.099
SO,bis2022,mittel,unter Einstieg,293,1.619
SO,bis2022,weit,0-10,32,0.041
SO,bis2022,sehr weit,10-25,49,1.599
SO,bis2022,sehr weit,25-40,52,1.619
SO,bis2022,sehr weit,unter Einstieg,3,-2.996
SO,bis2022,mittel,25-40,55,0.096
SO,bis2022,mittel,40-100,226,1.273
SO,bis2022,mittel,0-10,38,0.51
SO,bis2022,mittel,10-25,66,0.012
SO,bis2022,weit,10-25,63,-0.419
SO,bis2022,weit,25-40,51,-0.118
SO,bis2022,sehr weit,0-10,69,0.56
SO,bis2022,weit,40-100,112,1.114
SO,bis2022,weit,unter Einstieg,79,0.944
SO,bis2022,sehr weit,40-100,24,2.401
SO,ab2023,sehr weit,unter Einstieg,20,-1.135
SO,ab2023,sehr weit,40-100,86,1.437
SO,ab2023,mittel,10-25,16,0.853
SO,ab2023,mittel,25-40,20,1.356
SO,ab2023,mittel,40-100,63,1.718
SO,ab2023,mittel,unter Einstieg,76,1.624
SO,ab2023,weit,40-100,89,1.427
SO,ab2023,weit,unter Einstieg,66,0.062
SO,ab2023,weit,25-40,46,0.479
SO,ab2023,weit,10-25,43,-0.108
SO,ab2023,sehr weit,0-10,58,-0.052
SO,ab2023,sehr weit,10-25,33,0.588
SO,ab2023,sehr weit,25-40,28,1.408
SO,ab2023,mittel,0-10,24,0.486
SO,ab2023,weit,0-10,26,-0.175
SONY,bis2022,mittel,0-10,28,-0.098
SONY,bis2022,mittel,40-100,84,0.576
SONY,bis2022,mittel,unter Einstieg,158,2.002
SONY,bis2022,mittel,25-40,39,0.582
SONY,bis2022,mittel,10-25,38,0.987
SONY,bis2022,weit,0-10,27,1.071
SONY,bis2022,weit,25-40,15,1.268
SONY,bis2022,weit,10-25,23,1.829
SONY,bis2022,sehr weit,0-10,68,0.504
SONY,bis2022,weit,40-100,39,1.664
SONY,bis2022,weit,unter Einstieg,38,1.258
SONY,bis2022,sehr weit,10-25,20,2.254
SONY,bis2022,sehr weit,25-40,7,2.247
SONY,bis2022,sehr weit,40-100,21,-0.147
SONY,bis2022,sehr weit,unter Einstieg,18,-1.245
SONY,ab2023,weit,0-10,21,0.331
SONY,ab2023,sehr weit,10-25,24,0.099
SONY,ab2023,sehr weit,0-10,46,-0.106
SONY,ab2023,mittel,40-100,60,1.074
SONY,ab2023,mittel,0-10,15,0.434
SONY,ab2023,sehr weit,25-40,19,-0.754
SONY,ab2023,sehr weit,40-100,51,-0.341
SONY,ab2023,weit,10-25,26,0.744
SONY,ab2023,weit,40-100,32,1.123
SONY,ab2023,weit,25-40,15,-1.143
SONY,ab2023,mittel,25-40,27,0.558
SONY,ab2023,mittel,10-25,31,0.568
SONY,ab2023,sehr weit,unter Einstieg,36,1.196
SONY,ab2023,mittel,unter Einstieg,40,-1.084
SONY,ab2023,weit,unter Einstieg,54,-0.32
SPG,bis2022,mittel,0-10,47,-0.026
SPG,bis2022,mittel,40-100,212,0.615
SPG,bis2022,mittel,unter Einstieg,283,-0.606
SPG,bis2022,mittel,25-40,37,0.884
SPG,bis2022,mittel,10-25,55,0.18
SPG,bis2022,weit,10-25,50,0.706
SPG,bis2022,weit,40-100,125,2.605
SPG,bis2022,weit,unter Einstieg,30,2.692
SPG,bis2022,sehr weit,10-25,22,0.061
SPG,bis2022,sehr weit,0-10,36,0.496
SPG,bis2022,weit,0-10,35,0.424
SPG,bis2022,weit,25-40,47,1.184
SPG,bis2022,sehr weit,25-40,4,1.25
SPG,ab2023,mittel,40-100,91,1.353
SPG,ab2023,mittel,unter Einstieg,74,1.912
SPG,ab2023,mittel,10-25,33,1.286
SPG,ab2023,mittel,25-40,53,1.44
SPG,ab2023,mittel,0-10,28,0.856
SPG,ab2023,weit,10-25,41,0.927
SPG,ab2023,weit,25-40,90,1.444
SPG,ab2023,weit,40-100,133,2.464
SPG,ab2023,weit,0-10,55,0.607
SPG,ab2023,weit,unter Einstieg,15,-0.336
SPG,ab2023,sehr weit,0-10,49,0.297
SPG,ab2023,frueh,10-25,2,2.516
SPG,ab2023,sehr weit,10-25,20,0.275
SPG,ab2023,sehr weit,40-100,41,1.662
SPG,ab2023,sehr weit,25-40,15,0.792
SPG,ab2023,frueh,25-40,1,1.917
SPGI,bis2022,weit,0-10,43,-0.128
SPGI,bis2022,mittel,0-10,27,0.125
SPGI,bis2022,mittel,10-25,17,0.377
SPGI,bis2022,mittel,40-100,48,-0.356
SPGI,bis2022,mittel,25-40,19,0.342
SPGI,bis2022,sehr weit,0-10,43,0.188
SPGI,bis2022,sehr weit,25-40,49,1.229
SPGI,bis2022,sehr weit,10-25,67,0.205
SPGI,bis2022,weit,25-40,40,0.862
SPGI,bis2022,weit,10-25,36,0.358
SPGI,bis2022,sehr weit,40-100,135,0.586
SPGI,bis2022,sehr weit,unter Einstieg,66,2.171
SPGI,bis2022,weit,40-100,83,1.586
SPGI,bis2022,weit,unter Einstieg,67,1.676
SPGI,bis2022,mittel,unter Einstieg,72,-0.682
SPGI,ab2023,mittel,25-40,32,-0.527
SPGI,ab2023,mittel,40-100,146,0.622
SPGI,ab2023,weit,10-25,43,0.502
SPGI,ab2023,sehr weit,25-40,23,0.404
SPGI,ab2023,sehr weit,0-10,38,0.276
SPGI,ab2023,mittel,10-25,35,-0.134
SPGI,ab2023,mittel,unter Einstieg,106,1.733
SPGI,ab2023,weit,unter Einstieg,78,0.649
SPGI,ab2023,weit,40-100,197,-0.436
SPGI,ab2023,weit,25-40,52,0.461
SPGI,ab2023,weit,0-10,32,0.327
SPGI,ab2023,mittel,0-10,21,-0.282
SPGI,ab2023,sehr weit,40-100,58,-0.939
SPGI,ab2023,sehr weit,unter Einstieg,10,-1.187
SPGI,ab2023,sehr weit,10-25,29,-0.037
SPOT,bis2022,mittel,10-25,46,-0.725
SPOT,bis2022,mittel,unter Einstieg,227,1.11
SPOT,bis2022,weit,10-25,38,-2.433
SPOT,bis2022,weit,40-100,78,-1.094
SPOT,bis2022,weit,unter Einstieg,95,1.026
SPOT,bis2022,mittel,0-10,57,0.095
SPOT,bis2022,weit,25-40,20,-1.587
SPOT,bis2022,mittel,40-100,159,0.721
SPOT,bis2022,mittel,25-40,50,0.08
SPOT,bis2022,weit,0-10,32,-0.777
SPOT,bis2022,sehr weit,10-25,6,0.666
SPOT,bis2022,frueh,unter Einstieg,95,0.076
SPOT,bis2022,frueh,40-100,27,-0.487
SPOT,bis2022,frueh,25-40,8,-1.635
SPOT,bis2022,frueh,0-10,5,-0.361
SPOT,bis2022,sehr weit,40-100,8,-3.567
SPOT,bis2022,sehr weit,unter Einstieg,9,-1.829
SPOT,bis2022,frueh,10-25,7,-0.953
SPOT,bis2022,sehr weit,0-10,12,0.731
SPOT,bis2022,sehr weit,25-40,1,0.536
SPOT,ab2023,frueh,0-10,2,-0.141
SPOT,ab2023,mittel,0-10,19,0.306
SPOT,ab2023,weit,0-10,16,0.918
SPOT,ab2023,sehr weit,0-10,27,0.87
SPOT,ab2023,frueh,10-25,1,4.908
SPOT,ab2023,mittel,40-100,56,0.521
SPOT,ab2023,mittel,10-25,20,0.757
SPOT,ab2023,mittel,25-40,17,0.631
SPOT,ab2023,mittel,unter Einstieg,43,-0.792
SPOT,ab2023,sehr weit,10-25,18,1.12
SPOT,ab2023,sehr weit,40-100,24,4.43
SPOT,ab2023,sehr weit,25-40,32,3.687
SPOT,ab2023,weit,10-25,14,-0.401
SPOT,ab2023,weit,25-40,10,0.198
SPOT,ab2023,weit,40-100,40,-3.472
SPOT,ab2023,weit,unter Einstieg,35,-2.107
SRT3.DE,bis2022,mittel,0-10,21,-0.627
SRT3.DE,bis2022,weit,10-25,26,-0.893
SRT3.DE,bis2022,sehr weit,25-40,19,0.119
SRT3.DE,bis2022,sehr weit,10-25,32,-0.105
SRT3.DE,bis2022,sehr weit,0-10,28,-0.448
SRT3.DE,bis2022,weit,0-10,29,-0.728
SRT3.DE,bis2022,sehr weit,40-100,117,0.67
SRT3.DE,bis2022,sehr weit,unter Einstieg,84,1.684
SRT3.DE,bis2022,mittel,40-100,69,-0.562
SRT3.DE,bis2022,mittel,unter Einstieg,90,-0.309
SRT3.DE,bis2022,mittel,25-40,22,0.621
SRT3.DE,bis2022,mittel,10-25,18,-1.172
SRT3.DE,bis2022,weit,40-100,68,-2.269
SRT3.DE,bis2022,weit,25-40,24,-1.738
SRT3.DE,bis2022,weit,unter Einstieg,96,-1.677
SRT3.DE,ab2023,mittel,40-100,101,-2.011
SRT3.DE,ab2023,mittel,unter Einstieg,161,-1.142
SRT3.DE,ab2023,mittel,10-25,33,-0.701
SRT3.DE,ab2023,mittel,0-10,25,-1.662
SRT3.DE,ab2023,mittel,25-40,26,-1.448
SRT3.DE,ab2023,weit,25-40,23,-2.15
SRT3.DE,ab2023,weit,0-10,25,-0.846
SRT3.DE,ab2023,weit,unter Einstieg,70,-0.266
SRT3.DE,ab2023,weit,40-100,90,-0.44
SRT3.DE,ab2023,weit,10-25,22,-1.141
SRT3.DE,ab2023,sehr weit,0-10,33,-1.605
SRT3.DE,ab2023,sehr weit,25-40,58,-1.699
SRT3.DE,ab2023,sehr weit,40-100,167,0.043
SRT3.DE,ab2023,sehr weit,unter Einstieg,62,1.294
SRT3.DE,ab2023,sehr weit,10-25,61,-1.024
STX,bis2022,mittel,40-100,122,-0.115
STX,bis2022,mittel,unter Einstieg,266,0.066
STX,bis2022,frueh,25-40,2,-3.455
STX,bis2022,frueh,40-100,6,1.637
STX,bis2022,frueh,unter Einstieg,22,-1.119
STX,bis2022,mittel,0-10,38,-0.783
STX,bis2022,weit,25-40,29,0.23
STX,bis2022,weit,0-10,31,-0.152
STX,bis2022,weit,40-100,84,-0.559
STX,bis2022,weit,unter Einstieg,45,0.798
STX,bis2022,mittel,10-25,57,0.256
STX,bis2022,mittel,25-40,50,0.104
STX,bis2022,weit,10-25,34,0.453
STX,bis2022,frueh,0-10,1,-3.461
STX,bis2022,sehr weit,10-25,46,1.215
STX,bis2022,sehr weit,40-100,52,3.199
STX,bis2022,sehr weit,25-40,53,2.29
STX,bis2022,frueh,10-25,2,-1.502
STX,bis2022,sehr weit,0-10,18,0.815
STX,bis2022,sehr weit,unter Einstieg,18,2.306
STX,ab2023,mittel,10-25,17,-0.352
