datum,vix,vdax,fg,vdax_quelle
2019-06-20,14.75,14.94,45.00,gemessen:^GDAXI
2019-06-21,15.40,14.95,50.00,gemessen:^GDAXI
2019-06-24,15.26,13.54,50.00,gemessen:^GDAXI
2019-06-25,16.28,13.58,44.00,gemessen:^GDAXI
2019-06-26,16.21,13.50,48.00,gemessen:^GDAXI
2019-06-27,15.82,13.41,47.00,gemessen:^GDAXI
2019-06-28,15.08,12.30,50.00,gemessen:^GDAXI
2019-07-01,14.06,12.54,55.00,gemessen:^GDAXI
2019-07-02,12.93,10.90,56.00,gemessen:^GDAXI
2019-07-03,12.57,10.96,63.00,gemessen:^GDAXI
2019-07-04,,10.09,,gemessen:^GDAXI
2019-07-05,13.28,10.41,61.00,gemessen:^GDAXI
2019-07-08,13.96,10.39,59.00,gemessen:^GDAXI
2019-07-09,14.09,10.84,56.00,gemessen:^GDAXI
2019-07-10,13.03,10.70,58.00,gemessen:^GDAXI
2019-07-11,12.93,10.70,62.00,gemessen:^GDAXI
2019-07-12,12.39,10.64,64.00,gemessen:^GDAXI
2019-07-15,12.68,10.47,57.00,gemessen:^GDAXI
2019-07-16,12.86,10.47,55.00,gemessen:^GDAXI
2019-07-17,13.97,8.36,47.00,gemessen:^GDAXI
2019-07-18,13.53,8.94,47.00,gemessen:^GDAXI
2019-07-19,14.45,8.88,44.00,gemessen:^GDAXI
2019-07-22,13.53,8.92,44.00,gemessen:^GDAXI
2019-07-23,12.61,10.37,50.00,gemessen:^GDAXI
2019-07-24,12.07,10.25,57.00,gemessen:^GDAXI
2019-07-25,12.74,11.35,55.00,gemessen:^GDAXI
2019-07-26,12.16,11.43,60.00,gemessen:^GDAXI
2019-07-29,12.83,10.86,58.00,gemessen:^GDAXI
2019-07-30,13.94,12.70,53.00,gemessen:^GDAXI
2019-07-31,16.12,12.80,48.00,gemessen:^GDAXI
2019-08-01,17.87,12.66,43.00,gemessen:^GDAXI
2019-08-02,17.61,16.36,36.00,gemessen:^GDAXI
2019-08-05,24.59,17.19,22.00,gemessen:^GDAXI
2019-08-06,20.17,17.24,27.00,gemessen:^GDAXI
2019-08-07,19.49,17.55,25.00,gemessen:^GDAXI
2019-08-08,16.91,18.81,25.00,gemessen:^GDAXI
2019-08-09,17.97,19.18,25.00,gemessen:^GDAXI
2019-08-12,21.09,19.17,23.00,gemessen:^GDAXI
2019-08-13,17.52,19.22,27.00,gemessen:^GDAXI
2019-08-14,22.10,20.23,21.00,gemessen:^GDAXI
2019-08-15,21.18,20.23,19.00,gemessen:^GDAXI
2019-08-16,18.47,20.92,20.00,gemessen:^GDAXI
2019-08-19,16.88,21.56,26.00,gemessen:^GDAXI
2019-08-20,17.50,21.53,23.00,gemessen:^GDAXI
2019-08-21,15.80,21.19,25.00,gemessen:^GDAXI
2019-08-22,16.68,21.11,25.00,gemessen:^GDAXI
2019-08-23,19.87,21.04,18.00,gemessen:^GDAXI
2019-08-26,19.32,21.01,19.00,gemessen:^GDAXI
2019-08-27,20.31,21.23,16.00,gemessen:^GDAXI
2019-08-28,19.35,20.04,18.00,gemessen:^GDAXI
2019-08-29,17.88,20.51,26.00,gemessen:^GDAXI
2019-08-30,18.98,20.67,23.00,gemessen:^GDAXI
2019-09-02,,17.48,,gemessen:^GDAXI
2019-09-03,19.66,16.22,25.00,gemessen:^GDAXI
2019-09-04,17.33,16.15,28.00,gemessen:^GDAXI
2019-09-05,16.27,16.21,39.00,gemessen:^GDAXI
2019-09-06,15.00,15.37,35.00,gemessen:^GDAXI
2019-09-09,15.27,14.47,45.00,gemessen:^GDAXI
2019-09-10,15.20,14.42,55.00,gemessen:^GDAXI
2019-09-11,14.61,14.47,57.00,gemessen:^GDAXI
2019-09-12,14.22,11.39,65.00,gemessen:^GDAXI
2019-09-13,13.74,10.71,68.00,gemessen:^GDAXI
2019-09-16,14.67,10.89,67.00,gemessen:^GDAXI
2019-09-17,14.44,10.35,66.00,gemessen:^GDAXI
2019-09-18,13.95,9.94,66.00,gemessen:^GDAXI
2019-09-19,14.05,9.31,63.00,gemessen:^GDAXI
2019-09-20,15.32,8.95,58.00,gemessen:^GDAXI
2019-09-23,14.91,8.66,59.00,gemessen:^GDAXI
2019-09-24,17.05,8.87,54.00,gemessen:^GDAXI
2019-09-25,15.96,9.24,59.00,gemessen:^GDAXI
2019-09-26,16.07,9.13,57.00,gemessen:^GDAXI
2019-09-27,17.22,8.69,52.00,gemessen:^GDAXI
2019-09-30,16.24,8.41,54.00,gemessen:^GDAXI
2019-10-01,18.56,9.93,48.00,gemessen:^GDAXI
2019-10-02,20.56,14.13,34.00,gemessen:^GDAXI
2019-10-03,19.12,,29.00,gemessen:^GDAXI
2019-10-04,17.04,13.96,32.00,gemessen:^GDAXI
2019-10-07,17.86,13.86,30.00,gemessen:^GDAXI
2019-10-08,20.28,14.16,29.00,gemessen:^GDAXI
2019-10-09,18.64,14.64,30.00,gemessen:^GDAXI
2019-10-10,17.57,14.74,36.00,gemessen:^GDAXI
2019-10-11,15.58,17.60,42.00,gemessen:^GDAXI
2019-10-14,14.57,17.58,42.00,gemessen:^GDAXI
2019-10-15,13.54,17.94,42.00,gemessen:^GDAXI
2019-10-16,13.68,17.73,47.00,gemessen:^GDAXI
2019-10-17,13.79,17.74,50.00,gemessen:^GDAXI
2019-10-18,14.25,17.77,50.00,gemessen:^GDAXI
2019-10-21,14.00,17.92,56.00,gemessen:^GDAXI
2019-10-22,14.46,17.92,59.00,gemessen:^GDAXI
2019-10-23,14.01,17.46,55.00,gemessen:^GDAXI
2019-10-24,13.71,17.43,57.00,gemessen:^GDAXI
2019-10-25,12.65,17.19,62.00,gemessen:^GDAXI
2019-10-28,13.11,17.18,67.00,gemessen:^GDAXI
2019-10-29,13.20,17.10,71.00,gemessen:^GDAXI
2019-10-30,12.33,17.15,75.00,gemessen:^GDAXI
2019-10-31,13.22,16.38,72.00,gemessen:^GDAXI
2019-11-01,12.30,12.18,80.00,gemessen:^GDAXI
2019-11-04,12.83,12.57,86.00,gemessen:^GDAXI
2019-11-05,13.10,12.58,89.00,gemessen:^GDAXI
2019-11-06,12.62,11.44,88.00,gemessen:^GDAXI
2019-11-07,12.73,11.34,91.00,gemessen:^GDAXI
2019-11-08,12.07,11.75,91.00,gemessen:^GDAXI
2019-11-11,12.69,7.99,89.00,gemessen:^GDAXI
2019-11-12,12.68,7.92,88.00,gemessen:^GDAXI
2019-11-13,13.00,7.64,87.00,gemessen:^GDAXI
2019-11-14,13.05,7.91,83.00,gemessen:^GDAXI
2019-11-15,12.05,7.88,87.00,gemessen:^GDAXI
2019-11-18,12.46,7.94,83.00,gemessen:^GDAXI
2019-11-19,12.86,7.54,80.00,gemessen:^GDAXI
2019-11-20,12.78,7.86,74.00,gemessen:^GDAXI
2019-11-21,13.13,7.90,70.00,gemessen:^GDAXI
2019-11-22,12.34,7.73,69.00,gemessen:^GDAXI
2019-11-25,11.87,7.94,70.00,gemessen:^GDAXI
2019-11-26,11.54,7.92,69.00,gemessen:^GDAXI
2019-11-27,11.75,7.96,78.00,gemessen:^GDAXI
2019-11-28,,8.02,,gemessen:^GDAXI
2019-11-29,12.62,7.87,78.00,gemessen:^GDAXI
2019-12-02,14.91,10.69,74.00,gemessen:^GDAXI
2019-12-03,15.96,9.55,63.00,gemessen:^GDAXI
2019-12-04,14.80,10.43,67.00,gemessen:^GDAXI
2019-12-05,14.52,10.63,67.00,gemessen:^GDAXI
2019-12-06,13.62,10.65,70.00,gemessen:^GDAXI
2019-12-09,15.86,10.66,68.00,gemessen:^GDAXI
2019-12-10,15.68,10.67,65.00,gemessen:^GDAXI
2019-12-11,14.99,10.62,61.00,gemessen:^GDAXI
2019-12-12,13.94,10.74,74.00,gemessen:^GDAXI
2019-12-13,12.63,10.77,75.00,gemessen:^GDAXI
2019-12-16,12.14,11.12,82.00,gemessen:^GDAXI
2019-12-17,12.29,11.56,85.00,gemessen:^GDAXI
2019-12-18,12.58,11.70,87.00,gemessen:^GDAXI
2019-12-19,12.50,11.57,90.00,gemessen:^GDAXI
2019-12-20,12.51,11.86,91.00,gemessen:^GDAXI
2019-12-23,12.61,11.87,92.00,gemessen:^GDAXI
2019-12-24,12.67,,91.00,gemessen:^GDAXI
2019-12-26,12.65,,93.00,gemessen:^GDAXI
2019-12-27,13.43,11.72,91.00,gemessen:^GDAXI
2019-12-30,14.82,11.96,90.00,gemessen:^GDAXI
2019-12-31,13.78,,93.00,gemessen:^GDAXI
2020-01-02,12.47,12.42,97.00,gemessen:^GDAXI
2020-01-03,14.02,13.16,93.00,gemessen:^GDAXI
2020-01-06,13.85,13.37,93.00,gemessen:^GDAXI
2020-01-07,13.79,11.40,89.00,gemessen:^GDAXI
2020-01-08,13.45,11.59,92.00,gemessen:^GDAXI
2020-01-09,12.54,11.76,93.00,gemessen:^GDAXI
2020-01-10,12.56,11.45,91.00,gemessen:^GDAXI
2020-01-13,12.32,11.23,90.00,gemessen:^GDAXI
2020-01-14,12.39,11.04,90.00,gemessen:^GDAXI
2020-01-15,12.42,11.01,86.00,gemessen:^GDAXI
2020-01-16,12.32,10.89,89.00,gemessen:^GDAXI
2020-01-17,12.10,10.99,89.00,gemessen:^GDAXI
2020-01-20,,10.92,,gemessen:^GDAXI
2020-01-21,12.85,10.48,81.00,gemessen:^GDAXI
2020-01-22,12.91,9.99,74.00,gemessen:^GDAXI
2020-01-23,12.98,10.43,68.00,gemessen:^GDAXI
2020-01-24,14.56,11.39,62.00,gemessen:^GDAXI
2020-01-27,18.23,14.92,47.00,gemessen:^GDAXI
2020-01-28,16.28,15.27,53.00,gemessen:^GDAXI
2020-01-29,16.39,15.25,52.00,gemessen:^GDAXI
2020-01-30,15.49,15.87,56.00,gemessen:^GDAXI
2020-01-31,18.84,16.00,44.00,gemessen:^GDAXI
2020-02-03,17.97,15.61,46.00,gemessen:^GDAXI
2020-02-04,16.05,16.69,55.00,gemessen:^GDAXI
2020-02-05,15.15,17.24,60.00,gemessen:^GDAXI
2020-02-06,14.96,17.24,63.00,gemessen:^GDAXI
2020-02-07,15.47,16.75,57.00,gemessen:^GDAXI
2020-02-10,15.04,16.75,57.00,gemessen:^GDAXI
2020-02-11,15.18,17.07,56.00,gemessen:^GDAXI
2020-02-12,13.74,17.30,60.00,gemessen:^GDAXI
2020-02-13,14.15,17.28,58.00,gemessen:^GDAXI
2020-02-14,13.68,17.28,55.00,gemessen:^GDAXI
2020-02-17,,17.15,,gemessen:^GDAXI
2020-02-18,14.83,17.39,51.00,gemessen:^GDAXI
2020-02-19,14.38,17.58,53.00,gemessen:^GDAXI
2020-02-20,15.56,17.87,49.00,gemessen:^GDAXI
2020-02-21,17.08,17.68,44.00,gemessen:^GDAXI
2020-02-24,25.03,22.13,29.00,gemessen:^GDAXI
2020-02-25,27.85,21.02,22.00,gemessen:^GDAXI
2020-02-26,27.56,20.67,21.00,gemessen:^GDAXI
2020-02-27,39.16,23.14,13.00,gemessen:^GDAXI
2020-02-28,40.11,26.04,10.00,gemessen:^GDAXI
2020-03-02,33.42,25.86,12.00,gemessen:^GDAXI
2020-03-03,36.82,26.20,10.00,gemessen:^GDAXI
2020-03-04,31.99,25.63,15.00,gemessen:^GDAXI
2020-03-05,39.62,24.91,9.00,gemessen:^GDAXI
2020-03-06,41.94,26.31,6.00,gemessen:^GDAXI
2020-03-09,54.46,36.93,3.00,gemessen:^GDAXI
2020-03-10,47.30,36.76,6.00,gemessen:^GDAXI
2020-03-11,53.90,36.04,4.00,gemessen:^GDAXI
2020-03-12,75.47,53.60,2.00,gemessen:^GDAXI
2020-03-13,57.83,54.03,5.00,gemessen:^GDAXI
2020-03-16,82.69,54.92,3.00,gemessen:^GDAXI
2020-03-17,75.91,56.40,5.00,gemessen:^GDAXI
2020-03-18,76.45,57.56,5.00,gemessen:^GDAXI
2020-03-19,72.00,58.51,7.00,gemessen:^GDAXI
2020-03-20,66.04,61.83,8.00,gemessen:^GDAXI
2020-03-23,61.59,61.62,5.00,gemessen:^GDAXI
2020-03-24,61.67,74.79,13.00,gemessen:^GDAXI
2020-03-25,63.95,75.56,17.00,gemessen:^GDAXI
2020-03-26,61.00,75.98,22.00,gemessen:^GDAXI
2020-03-27,65.54,76.17,23.00,gemessen:^GDAXI
2020-03-30,57.08,76.20,25.00,gemessen:^GDAXI
2020-03-31,53.54,76.53,25.00,gemessen:^GDAXI
2020-04-01,57.06,76.96,22.00,gemessen:^GDAXI
2020-04-02,50.91,76.68,22.00,gemessen:^GDAXI
2020-04-03,46.80,76.70,22.00,gemessen:^GDAXI
2020-04-06,45.24,79.54,32.00,gemessen:^GDAXI
2020-04-07,46.70,75.28,26.00,gemessen:^GDAXI
2020-04-08,43.35,75.13,33.00,gemessen:^GDAXI
2020-04-09,41.67,75.54,43.00,gemessen:^GDAXI
2020-04-13,41.17,,36.00,gemessen:^GDAXI
2020-04-14,37.76,58.60,45.00,gemessen:^GDAXI
2020-04-15,40.84,60.83,41.00,gemessen:^GDAXI
2020-04-16,40.11,56.87,42.00,gemessen:^GDAXI
2020-04-17,38.15,57.23,44.00,gemessen:^GDAXI
2020-04-20,43.83,52.09,41.00,gemessen:^GDAXI
2020-04-21,45.41,54.97,40.00,gemessen:^GDAXI
2020-04-22,41.98,54.11,41.00,gemessen:^GDAXI
2020-04-23,41.38,53.10,40.00,gemessen:^GDAXI
2020-04-24,35.93,40.87,39.00,gemessen:^GDAXI
2020-04-27,33.29,41.71,43.00,gemessen:^GDAXI
2020-04-28,33.57,41.70,41.00,gemessen:^GDAXI
2020-04-29,31.23,39.72,46.00,gemessen:^GDAXI
2020-04-30,34.15,40.70,47.00,gemessen:^GDAXI
2020-05-01,37.19,,42.00,gemessen:^GDAXI
2020-05-04,35.97,43.08,44.00,gemessen:^GDAXI
2020-05-05,33.61,40.79,44.00,gemessen:^GDAXI
2020-05-06,34.12,41.21,40.00,gemessen:^GDAXI
2020-05-07,31.44,41.18,41.00,gemessen:^GDAXI
2020-05-08,27.98,37.07,45.00,gemessen:^GDAXI
2020-05-11,27.57,36.20,44.00,gemessen:^GDAXI
2020-05-12,33.04,36.18,38.00,gemessen:^GDAXI
2020-05-13,35.28,36.67,38.00,gemessen:^GDAXI
2020-05-14,32.61,36.97,39.00,gemessen:^GDAXI
2020-05-15,31.89,34.53,39.00,gemessen:^GDAXI
2020-05-18,29.30,39.33,49.00,gemessen:^GDAXI
2020-05-19,30.53,38.03,47.00,gemessen:^GDAXI
2020-05-20,27.99,38.22,53.00,gemessen:^GDAXI
2020-05-21,29.53,35.45,52.00,gemessen:^GDAXI
2020-05-22,28.16,35.18,50.00,gemessen:^GDAXI
2020-05-25,,36.21,,gemessen:^GDAXI
2020-05-26,28.01,35.45,51.00,gemessen:^GDAXI
2020-05-27,27.62,34.34,54.00,gemessen:^GDAXI
2020-05-28,28.59,34.28,50.00,gemessen:^GDAXI
2020-05-29,27.51,33.81,52.00,gemessen:^GDAXI
2020-06-01,28.23,,58.00,gemessen:^GDAXI
2020-06-02,26.84,34.63,58.00,gemessen:^GDAXI
2020-06-03,25.66,32.92,61.00,gemessen:^GDAXI
2020-06-04,25.81,32.65,62.00,gemessen:^GDAXI
2020-06-05,24.52,33.10,66.00,gemessen:^GDAXI
2020-06-08,25.81,33.27,,gemessen:^GDAXI
2020-06-09,27.57,34.24,,gemessen:^GDAXI
2020-06-10,27.57,34.22,,gemessen:^GDAXI
2020-06-11,40.79,38.75,,gemessen:^GDAXI
2020-06-12,36.09,37.21,,gemessen:^GDAXI
2020-06-15,34.40,36.20,,gemessen:^GDAXI
2020-06-16,33.67,37.32,,gemessen:^GDAXI
2020-06-17,33.47,33.10,,gemessen:^GDAXI
2020-06-18,32.94,33.41,,gemessen:^GDAXI
2020-06-19,35.12,33.27,,gemessen:^GDAXI
2020-06-22,31.77,32.79,,gemessen:^GDAXI
2020-06-23,31.37,33.22,,gemessen:^GDAXI
2020-06-24,33.84,35.01,,gemessen:^GDAXI
2020-06-25,32.22,34.95,,gemessen:^GDAXI
2020-06-26,34.73,34.89,,gemessen:^GDAXI
2020-06-29,31.78,34.93,,gemessen:^GDAXI
2020-06-30,30.43,34.31,,gemessen:^GDAXI
2020-07-01,28.62,32.07,,gemessen:^GDAXI
2020-07-02,27.68,30.76,,gemessen:^GDAXI
2020-07-03,,30.81,,gemessen:^GDAXI
2020-07-06,27.94,29.07,,gemessen:^GDAXI
2020-07-07,29.43,29.22,,gemessen:^GDAXI
2020-07-08,28.08,28.90,,gemessen:^GDAXI
2020-07-09,29.26,28.80,53.00,gemessen:^GDAXI
2020-07-10,27.29,23.78,59.00,gemessen:^GDAXI
2020-07-13,32.19,24.00,53.00,gemessen:^GDAXI
2020-07-14,29.52,24.22,62.00,gemessen:^GDAXI
2020-07-15,27.76,22.32,63.00,gemessen:^GDAXI
2020-07-16,28.00,22.41,62.00,gemessen:^GDAXI
2020-07-17,25.68,22.11,63.00,gemessen:^GDAXI
2020-07-20,24.46,22.26,66.00,gemessen:^GDAXI
2020-07-21,24.84,22.17,65.00,gemessen:^GDAXI
2020-07-22,24.32,21.39,65.00,gemessen:^GDAXI
2020-07-23,26.08,16.66,68.00,gemessen:^GDAXI
2020-07-24,25.84,18.60,63.00,gemessen:^GDAXI
2020-07-27,24.74,18.28,66.00,gemessen:^GDAXI
2020-07-28,25.44,18.02,62.00,gemessen:^GDAXI
2020-07-29,24.10,17.99,65.00,gemessen:^GDAXI
2020-07-30,24.76,22.05,61.00,gemessen:^GDAXI
2020-07-31,24.46,19.71,65.00,gemessen:^GDAXI
2020-08-03,24.28,21.83,67.00,gemessen:^GDAXI
2020-08-04,23.76,21.09,68.00,gemessen:^GDAXI
2020-08-05,22.99,20.91,70.00,gemessen:^GDAXI
2020-08-06,22.65,20.71,74.00,gemessen:^GDAXI
2020-08-07,22.21,20.82,72.00,gemessen:^GDAXI
2020-08-10,22.13,20.45,75.00,gemessen:^GDAXI
2020-08-11,24.03,21.15,71.00,gemessen:^GDAXI
2020-08-12,22.28,21.09,74.00,gemessen:^GDAXI
2020-08-13,22.13,20.26,72.00,gemessen:^GDAXI
2020-08-14,22.05,20.36,72.00,gemessen:^GDAXI
2020-08-17,21.35,20.33,71.00,gemessen:^GDAXI
2020-08-18,21.51,20.04,70.00,gemessen:^GDAXI
2020-08-19,22.54,19.91,68.00,gemessen:^GDAXI
2020-08-20,22.72,20.21,70.00,gemessen:^GDAXI
2020-08-21,22.54,20.25,70.00,gemessen:^GDAXI
2020-08-24,22.37,20.70,73.00,gemessen:^GDAXI
2020-08-25,22.03,20.70,74.00,gemessen:^GDAXI
2020-08-26,23.27,20.93,75.00,gemessen:^GDAXI
2020-08-27,24.47,21.12,76.00,gemessen:^GDAXI
2020-08-28,22.96,16.74,78.00,gemessen:^GDAXI
2020-08-31,26.41,16.83,74.00,gemessen:^GDAXI
2020-09-01,26.12,14.32,77.00,gemessen:^GDAXI
2020-09-02,26.57,15.67,78.00,gemessen:^GDAXI
2020-09-03,33.60,16.64,58.00,gemessen:^GDAXI
2020-09-04,30.75,17.64,59.00,gemessen:^GDAXI
2020-09-07,,18.75,,gemessen:^GDAXI
2020-09-08,31.46,19.18,54.00,gemessen:^GDAXI
2020-09-09,28.81,19.22,66.00,gemessen:^GDAXI
2020-09-10,29.71,19.04,59.00,gemessen:^GDAXI
2020-09-11,26.87,18.94,58.00,gemessen:^GDAXI
2020-09-14,25.85,18.73,59.00,gemessen:^GDAXI
2020-09-15,25.59,18.74,59.00,gemessen:^GDAXI
2020-09-16,26.04,18.68,56.00,gemessen:^GDAXI
2020-09-17,26.46,18.62,53.00,gemessen:^GDAXI
2020-09-18,25.83,18.32,52.00,gemessen:^GDAXI
2020-09-21,27.78,24.20,51.00,gemessen:^GDAXI
2020-09-22,26.86,22.64,52.00,gemessen:^GDAXI
2020-09-23,28.58,22.72,46.00,gemessen:^GDAXI
2020-09-24,28.51,22.34,48.00,gemessen:^GDAXI
2020-09-25,26.38,22.49,49.00,gemessen:^GDAXI
2020-09-28,26.19,25.36,50.00,gemessen:^GDAXI
2020-09-29,26.27,25.28,44.00,gemessen:^GDAXI
2020-09-30,26.37,25.31,45.00,gemessen:^GDAXI
2020-10-01,26.70,24.09,41.00,gemessen:^GDAXI
2020-10-02,27.63,23.69,40.00,gemessen:^GDAXI
2020-10-05,27.96,23.37,45.00,gemessen:^GDAXI
2020-10-06,29.48,22.36,44.00,gemessen:^GDAXI
2020-10-07,28.06,22.11,51.00,gemessen:^GDAXI
2020-10-08,26.36,21.07,53.00,gemessen:^GDAXI
2020-10-09,25.00,21.07,55.00,gemessen:^GDAXI
2020-10-12,25.07,21.22,60.00,gemessen:^GDAXI
2020-10-13,26.07,21.44,56.00,gemessen:^GDAXI
2020-10-14,26.40,21.43,55.00,gemessen:^GDAXI
2020-10-15,26.97,22.99,59.00,gemessen:^GDAXI
2020-10-16,27.41,23.81,62.00,gemessen:^GDAXI
2020-10-19,29.18,23.75,59.00,gemessen:^GDAXI
2020-10-20,29.35,17.99,58.00,gemessen:^GDAXI
2020-10-21,28.65,18.66,63.00,gemessen:^GDAXI
2020-10-22,28.11,18.60,69.00,gemessen:^GDAXI
2020-10-23,27.55,18.81,67.00,gemessen:^GDAXI
2020-10-26,32.46,22.69,44.00,gemessen:^GDAXI
2020-10-27,33.35,19.43,47.00,gemessen:^GDAXI
2020-10-28,40.28,23.77,33.00,gemessen:^GDAXI
2020-10-29,37.59,23.94,33.00,gemessen:^GDAXI
2020-10-30,38.02,23.93,29.00,gemessen:^GDAXI
2020-11-02,37.13,25.39,25.00,gemessen:^GDAXI
2020-11-03,35.55,26.85,32.00,gemessen:^GDAXI
2020-11-04,29.57,27.77,36.00,gemessen:^GDAXI
2020-11-05,27.58,28.76,41.00,gemessen:^GDAXI
2020-11-06,24.86,28.58,40.00,gemessen:^GDAXI
2020-11-09,25.75,33.48,54.00,gemessen:^GDAXI
2020-11-10,24.80,33.45,58.00,gemessen:^GDAXI
2020-11-11,23.45,33.30,66.00,gemessen:^GDAXI
2020-11-12,25.35,33.61,55.00,gemessen:^GDAXI
2020-11-13,23.10,32.33,59.00,gemessen:^GDAXI
2020-11-16,22.45,31.92,71.00,gemessen:^GDAXI
2020-11-17,22.71,31.87,67.00,gemessen:^GDAXI
2020-11-18,23.84,31.68,63.00,gemessen:^GDAXI
2020-11-19,23.11,31.39,64.00,gemessen:^GDAXI
2020-11-20,23.70,31.37,62.00,gemessen:^GDAXI
2020-11-23,22.66,31.31,75.00,gemessen:^GDAXI
2020-11-24,21.64,27.98,88.00,gemessen:^GDAXI
2020-11-25,21.25,27.60,91.00,gemessen:^GDAXI
2020-11-26,,21.75,,gemessen:^GDAXI
2020-11-27,20.84,21.75,92.00,gemessen:^GDAXI
2020-11-30,20.57,21.73,88.00,gemessen:^GDAXI
2020-12-01,20.77,21.20,85.00,gemessen:^GDAXI
2020-12-02,21.17,20.33,87.00,gemessen:^GDAXI
2020-12-03,21.28,19.83,85.00,gemessen:^GDAXI
2020-12-04,20.79,18.95,89.00,gemessen:^GDAXI
2020-12-07,21.30,18.70,88.00,gemessen:^GDAXI
2020-12-08,20.68,8.88,82.00,gemessen:^GDAXI
2020-12-09,22.27,8.86,80.00,gemessen:^GDAXI
2020-12-10,22.52,8.87,77.00,gemessen:^GDAXI
2020-12-11,23.31,9.11,76.00,gemessen:^GDAXI
2020-12-14,24.72,9.52,69.00,gemessen:^GDAXI
2020-12-15,22.89,10.04,69.00,gemessen:^GDAXI
2020-12-16,22.50,11.17,69.00,gemessen:^GDAXI
2020-12-17,21.93,11.29,71.00,gemessen:^GDAXI
2020-12-18,21.57,10.77,63.00,gemessen:^GDAXI
2020-12-21,25.16,15.05,63.00,gemessen:^GDAXI
2020-12-22,24.23,15.65,59.00,gemessen:^GDAXI
2020-12-23,23.31,15.65,57.00,gemessen:^GDAXI
2020-12-24,21.53,,54.00,gemessen:^GDAXI
2020-12-28,21.70,16.35,54.00,gemessen:^GDAXI
2020-12-29,23.08,16.39,52.00,gemessen:^GDAXI
2020-12-30,22.77,16.45,50.00,gemessen:^GDAXI
2020-12-31,22.75,,51.00,gemessen:^GDAXI
2021-01-04,26.97,16.37,52.00,gemessen:^GDAXI
2021-01-05,25.34,16.43,53.00,gemessen:^GDAXI
2021-01-06,25.07,17.22,59.00,gemessen:^GDAXI
2021-01-07,22.37,17.08,66.00,gemessen:^GDAXI
2021-01-08,21.56,17.12,71.00,gemessen:^GDAXI
2021-01-11,24.08,17.45,65.00,gemessen:^GDAXI
2021-01-12,23.33,17.47,69.00,gemessen:^GDAXI
2021-01-13,22.21,17.46,70.00,gemessen:^GDAXI
2021-01-14,23.25,17.35,67.00,gemessen:^GDAXI
2021-01-15,24.34,17.44,60.00,gemessen:^GDAXI
2021-01-18,,17.32,,gemessen:^GDAXI
2021-01-19,23.24,17.12,61.00,gemessen:^GDAXI
2021-01-20,21.58,16.56,69.00,gemessen:^GDAXI
2021-01-21,21.32,16.42,63.00,gemessen:^GDAXI
2021-01-22,21.91,16.42,69.00,gemessen:^GDAXI
2021-01-25,23.19,14.08,66.00,gemessen:^GDAXI
2021-01-26,23.02,14.50,62.00,gemessen:^GDAXI
2021-01-27,37.21,15.46,40.00,gemessen:^GDAXI
2021-01-28,30.21,14.57,45.00,gemessen:^GDAXI
2021-01-29,33.09,15.68,38.00,gemessen:^GDAXI
2021-02-01,30.24,16.51,43.40,gemessen:^GDAXI
2021-02-02,25.56,17.40,60.47,gemessen:^GDAXI
2021-02-03,22.91,17.41,59.20,gemessen:^GDAXI
2021-02-04,21.77,16.63,61.07,gemessen:^GDAXI
2021-02-05,20.87,16.54,68.00,gemessen:^GDAXI
2021-02-08,21.24,16.42,72.87,gemessen:^GDAXI
2021-02-09,21.63,16.21,75.40,gemessen:^GDAXI
2021-02-10,21.99,16.33,75.27,gemessen:^GDAXI
2021-02-11,21.25,16.55,76.00,gemessen:^GDAXI
2021-02-12,19.97,16.51,77.67,gemessen:^GDAXI
2021-02-15,,15.66,,gemessen:^GDAXI
2021-02-16,21.46,15.68,73.93,gemessen:^GDAXI
2021-02-17,21.50,16.18,70.20,gemessen:^GDAXI
2021-02-18,22.49,15.97,62.53,gemessen:^GDAXI
2021-02-19,22.05,16.19,56.24,gemessen:^GDAXI
2021-02-22,23.45,16.20,52.48,gemessen:^GDAXI
2021-02-23,23.11,15.19,50.56,gemessen:^GDAXI
2021-02-24,21.34,14.34,63.80,gemessen:^GDAXI
2021-02-25,28.89,12.96,46.16,gemessen:^GDAXI
2021-02-26,27.95,13.19,53.52,gemessen:^GDAXI
2021-03-01,23.35,12.65,58.52,gemessen:^GDAXI
2021-03-02,24.10,11.88,50.32,gemessen:^GDAXI
2021-03-03,26.67,10.74,43.84,gemessen:^GDAXI
2021-03-04,28.57,10.52,37.80,gemessen:^GDAXI
2021-03-05,24.66,10.59,41.52,gemessen:^GDAXI
2021-03-08,25.47,15.58,39.08,gemessen:^GDAXI
2021-03-09,24.03,15.61,43.36,gemessen:^GDAXI
2021-03-10,22.56,15.64,45.56,gemessen:^GDAXI
2021-03-11,21.91,15.40,50.48,gemessen:^GDAXI
2021-03-12,20.69,15.43,53.72,gemessen:^GDAXI
2021-03-15,20.03,15.50,56.52,gemessen:^GDAXI
2021-03-16,19.79,15.58,54.80,gemessen:^GDAXI
2021-03-17,19.23,15.49,57.87,gemessen:^GDAXI
2021-03-18,21.58,15.15,52.33,gemessen:^GDAXI
2021-03-19,20.95,15.78,50.83,gemessen:^GDAXI
2021-03-22,18.88,15.67,50.70,gemessen:^GDAXI
2021-03-23,20.30,15.57,41.80,gemessen:^GDAXI
2021-03-24,21.20,15.42,37.67,gemessen:^GDAXI
2021-03-25,19.81,15.30,37.83,gemessen:^GDAXI
